Municipio,M1_V,M1_a,M1_r,M1_ndR,M1_nd,M1_nm,M2_V,M2_a,M2_r,M2_ndR,M2_nd,M2_nm,M3_V,M3_a,M3_r,M3_ndR,M3_nd,M3_nm,M4_V,M4_a,M4_r,M4_ndR,M4_nd,M4_nm,M5_V,M5_a,M5_r,M5_ndR,M5_nd,M5_nm,M6_V,M6_a,M6_r,M6_ndR,M6_nd,M6_nm,M7_V,M7_a,M7_r,M7_ndR,M7_nd,M7_nm,M8_V,M8_a,M8_r,M8_ndR,M8_nd,M8_nm,T_v,T_a,T_r,T_ndR,T_nd,T_nm
Tenango de Doria,13.0,1.0,3.0,0.0,0.0,0.0,4.0,1.0,11.0,3.0,0.0,0.0,4.0,1.0,9.0,3.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,39.0,15.0,55.0,6.0,0.0,0.0
Tepeapulco,7.0,7.0,3.0,0.0,0.0,0.0,15.0,1.0,3.0,0.0,0.0,0.0,5.0,4.0,4.0,3.0,1.0,0.0,9.0,4.0,4.0,1.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,58.0,32.0,20.0,4.0,1.0,0.0
Tepehuacán de Guerrero,10.0,4.0,2.0,0.0,0.0,1.0,10.0,2.0,4.0,2.0,1.0,0.0,3.0,3.0,3.0,7.0,1.0,0.0,3.0,6.0,1.0,0.0,8.0,0.0,3.0,4.0,2.0,0.0,1.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,43.0,31.0,19.0,9.0,12.0,1.0
Tepeji del Río de Ocampo,11.0,6.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,1.0,0.0,0.0,11.0,2.0,0.0,3.0,1.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,92.0,14.0,4.0,4.0,1.0,0.0
Tepetitlán,6.0,3.0,5.0,0.0,0.0,3.0,9.0,1.0,6.0,2.0,0.0,1.0,3.0,5.0,5.0,3.0,1.0,0.0,4.0,4.0,0.0,1.0,9.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,46.0,22.0,24.0,6.0,11.0,6.0
Tetepango,9.0,5.0,3.0,0.0,0.0,0.0,13.0,2.0,3.0,0.0,1.0,0.0,6.0,4.0,4.0,3.0,0.0,0.0,7.0,6.0,3.0,1.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,13.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,61.0,26.0,22.0,4.0,2.0,0.0
Tezontepec de Aldama,3.0,4.0,4.0,0.0,0.0,6.0,1.0,3.0,5.0,2.0,7.0,1.0,3.0,1.0,5.0,7.0,1.0,0.0,1.0,1.0,6.0,0.0,10.0,0.0,1.0,2.0,6.0,0.0,1.0,0.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,13.0,21.0,42.0,9.0,21.0,9.0
Tianguistengo,4.0,6.0,5.0,0.0,0.0,2.0,4.0,4.0,6.0,0.0,4.0,1.0,0.0,1.0,15.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,10.0,0.0,1.0,3.0,5.0,0.0,1.0,0.0,1.0,9.0,6.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,11.0,35.0,47.0,0.0,18.0,4.0
Tizayuca,16.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,111.0,1.0,1.0,2.0,0.0,0.0
Tlahuelilpan,12.0,1.0,4.0,0.0,0.0,0.0,10.0,2.0,4.0,3.0,0.0,0.0,11.0,3.0,3.0,0.0,0.0,0.0,11.0,4.0,1.0,0.0,2.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,69.0,26.0,12.0,3.0,5.0,0.0
Tlahuiltepa,13.0,0.0,4.0,0.0,0.0,0.0,16.0,2.0,1.0,0.0,0.0,0.0,8.0,4.0,1.0,3.0,1.0,0.0,7.0,4.0,0.0,3.0,4.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,82.0,13.0,6.0,7.0,7.0,0.0
Tlanalapa,8.0,8.0,1.0,0.0,0.0,0.0,7.0,2.0,8.0,2.0,0.0,0.0,7.0,1.0,1.0,7.0,1.0,0.0,8.0,8.0,1.0,1.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,7.0,1.0,8.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,48.0,26.0,29.0,10.0,2.0,0.0
Tlanchinol,11.0,4.0,2.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,7.0,0.0,0.0,9.0,6.0,3.0,0.0,0.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,72.0,25.0,11.0,7.0,0.0,0.0
Tlaxcoapan,13.0,3.0,1.0,0.0,0.0,0.0,14.0,2.0,3.0,0.0,0.0,0.0,3.0,3.0,10.0,0.0,1.0,0.0,12.0,3.0,2.0,0.0,1.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,76.0,18.0,18.0,0.0,3.0,0.0
Tolcayuca,8.0,7.0,1.0,0.0,0.0,1.0,15.0,1.0,1.0,2.0,0.0,0.0,7.0,4.0,1.0,4.0,1.0,0.0,4.0,6.0,0.0,0.0,8.0,0.0,1.0,5.0,3.0,0.0,1.0,0.0,3.0,12.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,44.0,43.0,9.0,6.0,12.0,1.0
Tula de Allende,15.0,1.0,1.0,0.0,0.0,0.0,12.0,0.0,5.0,2.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0,0.0,14.0,3.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,89.0,8.0,8.0,10.0,0.0,0.0
Tulancingo de Bravo,12.0,4.0,1.0,0.0,0.0,0.0,14.0,2.0,3.0,0.0,0.0,0.0,11.0,4.0,2.0,0.0,0.0,0.0,11.0,5.0,2.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,90.0,16.0,9.0,0.0,0.0,0.0
Villa de Tezontepec,9.0,5.0,1.0,0.0,0.0,2.0,15.0,0.0,2.0,2.0,0.0,0.0,5.0,4.0,4.0,3.0,1.0,0.0,6.0,2.0,0.0,0.0,10.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,65.0,15.0,15.0,5.0,13.0,2.0
Xochiatipan,5.0,3.0,8.0,0.0,0.0,1.0,9.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,2.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,21.0,16.0,73.0,3.0,1.0,1.0
Xochicoatlán,13.0,2.0,2.0,0.0,0.0,0.0,9.0,2.0,6.0,2.0,0.0,0.0,2.0,0.0,7.0,7.0,1.0,0.0,5.0,6.0,2.0,1.0,4.0,0.0,1.0,4.0,4.0,0.0,1.0,0.0,7.0,3.0,6.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,47.0,20.0,31.0,10.0,7.0,0.0
Yahualica,4.0,5.0,7.0,0.0,0.0,1.0,2.0,3.0,8.0,0.0,6.0,0.0,0.0,5.0,4.0,7.0,1.0,0.0,0.0,5.0,3.0,0.0,10.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,18.0,30.0,39.0,7.0,20.0,1.0
Zacualtipán de Ángeles,13.0,2.0,1.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,3.0,0.0,8.0,2.0,7.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,85.0,15.0,11.0,0.0,3.0,1.0
Zapotlán de Juárez,11.0,2.0,4.0,0.0,0.0,0.0,13.0,0.0,3.0,2.0,1.0,0.0,11.0,1.0,0.0,4.0,1.0,0.0,14.0,0.0,1.0,3.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,89.0,4.0,9.0,10.0,3.0,0.0
Zempoala,11.0,4.0,2.0,0.0,0.0,0.0,10.0,4.0,3.0,2.0,0.0,0.0,8.0,6.0,2.0,0.0,1.0,0.0,7.0,9.0,0.0,0.0,2.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,65.0,33.0,12.0,2.0,3.0,0.0
Zimapán,7.0,7.0,3.0,0.0,0.0,0.0,16.0,1.0,2.0,0.0,0.0,0.0,6.0,1.0,10.0,0.0,0.0,0.0,12.0,5.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,10.0,3.0,3.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,66.0,22.0,26.0,0.0,1.0,0.0
